perfume_id	perfume	brand	release_year	concentration	perfumer	accord	audience	season	occasion	top_note	middle_note	base_note	tags	img	link	total_votes
P_09051	Bottega Veneta Eau de Velours	Bottega Veneta	2017.0		Michel Almairac,Mylène Alran	{'Spicy': '57', 'Sweet': '27', 'Powdery': '40', 'Oriental': '16', 'Leathery': '68', 'Woody': '16', 'Fruity': '32', 'Floral': '61'}	{'Masculine': '27', 'Feminine': '77', 'Classic': '36', 'Modern': '22'}	{'Winter': '66', 'Fall': '73', 'Summer': '17', 'Spring': '31'}	{'Daily': '54', 'Leisure': '60', 'Night Out': '56', 'Business': '50', 'Evening': '60'}	Pink pepper, Bergamot	Rose absolute, Spices, Plum, Jasmine	Leather, Patchouli		https://media.parfumo.com/perfume_social/0d/0d0723-bottega-veneta-eau-de-velours-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta_Eau_de_Velours	317
P_09052	Eternity Now	Calvin Klein	2015.0		DSM-FirmenichAnn GottliebProduct developer	{'Citrus': '9', 'Synthetic': '18', 'Sweet': '20', 'Fruity': '36', 'Fresh': '23', 'Floral': '35'}	{'Feminine': '44', 'Classic': '10', 'Modern': '25'}	{'Winter': '6', 'Fall': '17', 'Summer': '34', 'Spring': '40'}	{'Daily': '38', 'Sport': '8', 'Leisure': '34', 'Night Out': '9', 'Business': '24', 'Evening': '9'}	Lychee, Quince sorbet	Peach blossom, Neroli, Peony	Musk, Ambrox, Cashmere		https://media.parfumo.com/perfume_social/fd/fd02b4-eternity-now-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Eternity_Now	141
P_09054	Jimmy Choo Man Ice	Jimmy Choo	2017.0		Michel Almairac	{'Citrus': '58', 'Spicy': '14', 'Synthetic': '28', 'Woody': '27', 'Fruity': '18', 'Fresh': '56', 'Aquatic': '22'}	{'Masculine': '57', 'Feminine': '12', 'Classic': '20', 'Modern': '44'}	{'Winter': '6', 'Fall': '19', 'Summer': '60', 'Spring': '49'}	{'Daily': '56', 'Sport': '43', 'Leisure': '52', 'Night Out': '13', 'Business': '42', 'Evening': '17'}	Citron, Mandarin orange, Bergamot	Apple, Vetiver, Cedarwood, Patchouli	Ambroxan, Moss, Musk		https://media.parfumo.com/perfume_social/6f/6fde13-jimmy-choo-man-ice-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_Man_Ice	223
P_09055	Truth Men	Calvin Klein	2002.0	Eau de Toilette	Givaudan	{'Spicy': '18', 'Synthetic': '15', 'Woody': '21', 'Green': '28', 'Fruity': '7', 'Fresh': '31', 'Aquatic': '15'}	{'Masculine': '39', 'Feminine': '5', 'Classic': '11', 'Modern': '23'}	{'Fall': '17', 'Summer': '38', 'Spring': '39'}	{'Daily': '33', 'Sport': '24', 'Leisure': '36', 'Business': '31'}	Pepper	Basil, Cardamom, Sandalwood	Cedar, Patchouli		https://media.parfumo.com/perfume_social/92/92dd2c_truth-men-eau-de-toilette-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Truth_Men_Eau_de_Toilette	135
P_09057	Bottega Veneta pour Homme Parfum	Bottega Veneta	2017.0		Daniela Andrier,Antoine Maisondieu	{'Spicy': '62', 'Sweet': '16', 'Smoky': '22', 'Leathery': '44', 'Woody': '72', 'Resinous': '48', 'Green': '25', 'Earthy': '15'}	{'Masculine': '74', 'Classic': '47', 'Modern': '29'}	{'Winter': '59', 'Fall': '68', 'Summer': '14', 'Spring': '51'}	{'Daily': '49', 'Leisure': '52', 'Night Out': '52', 'Business': '49', 'Evening': '55'}	Cedar leaf, Cardamom	Fir balsam, Pimento	Leather, Tonka bean		https://media.parfumo.com/perfume_social/2b/2b3182-bottega-veneta-pour-homme-parfum-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta_pour_Homme_Parfum	304
P_09058	Illicit	Jimmy Choo	2015.0		Anne Flipo	{'Spicy': '39', 'Synthetic': '18', 'Sweet': '72', 'Powdery': '18', 'Woody': '14', 'Gourmand': '35', 'Fruity': '28', 'Creamy': '23', 'Floral': '55'}	{'Feminine': '76', 'Classic': '20', 'Modern': '46'}	{'Winter': '53', 'Fall': '65', 'Summer': '33', 'Spring': '66'}	{'Daily': '59', 'Leisure': '62', 'Night Out': '52', 'Business': '47', 'Evening': '52'}	Ginger, Bitter orange	Jasmine sambac, Rose	Sandalwood, Amber		https://media.parfumo.com/perfume_social/8f/8f6fa8-illicit-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Illicit	302
P_09059	Forbidden Euphoria	Calvin Klein	2011.0			{'Synthetic': '15', 'Sweet': '30', 'Powdery': '10', 'Oriental': '10', 'Woody': '9', 'Fruity': '38', 'Floral': '36'}	{'Feminine': '43', 'Classic': '6', 'Modern': '30'}	{'Winter': '25', 'Fall': '33', 'Summer': '17', 'Spring': '31'}	{'Daily': '27', 'Leisure': '26', 'Night Out': '23', 'Business': '20', 'Evening': '24'}	Peach blossom, Mandarin orange, Raspberry	Pink peony, Jasmine, Tiger orchid	Cashmere wood, Musk, Patchouli		https://media.parfumo.com/perfume_social/2d/2dfb78-forbidden-euphoria-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Forbidden_Euphoria	148
P_09061	Bottega Veneta Eau Légère	Bottega Veneta	2013.0		Michel Almairac	{'Citrus': '14', 'Spicy': '36', 'Powdery': '29', 'Leathery': '48', 'Woody': '46', 'Fresh': '28', 'Chypre': '21', 'Floral': '31'}	{'Masculine': '28', 'Feminine': '70', 'Classic': '29', 'Modern': '24'}	{'Winter': '26', 'Fall': '51', 'Summer': '49', 'Spring': '60'}	{'Daily': '67', 'Leisure': '53', 'Night Out': '31', 'Business': '65', 'Evening': '29'}	Pink pepper, Bergamot	Gardenia, Jasmine	Musk, Oakmoss		https://media.parfumo.com/perfume_social/0c/0cbc9f-bottega-veneta-eau-legere-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta_Eau_Legere	253
P_09062	Iris Crush	Jimmy Choo	2020.0		Anne Flipo,Caroline Dumur,IFF (International Flavors & Fragrances)	{'Spicy': '13', 'Sweet': '65', 'Powdery': '60', 'Creamy': '36', 'Floral': '52'}	{'Feminine': '66', 'Classic': '27', 'Modern': '30'}	{'Winter': '49', 'Fall': '60', 'Summer': '35', 'Spring': '56'}	{'Daily': '42', 'Leisure': '51', 'Night Out': '55', 'Business': '41', 'Evening': '55'}	Freesia, Neroli, Pink pepper	Lipstick, Iris, Heliotrope	Musk, Patchouli, Tonka bean		https://media.parfumo.com/perfume_social/34/3488e3-seduction-collection-iris-crush-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/iris-crush	226
P_09064	Obsessed for Men	Calvin Klein	2017.0	Eau de Toilette	Ilias Ermenidis,Christophe Raynaud	{'Spicy': '19', 'Synthetic': '37', 'Sweet': '35', 'Woody': '13', 'Fruity': '21', 'Fresh': '17', 'Floral': '9'}	{'Masculine': '38', 'Feminine': '18', 'Classic': '8', 'Modern': '32'}	{'Winter': '20', 'Fall': '30', 'Summer': '18', 'Spring': '33'}	{'Daily': '33', 'Sport': '8', 'Leisure': '38', 'Night Out': '14', 'Business': '26', 'Evening': '13'}	Black cardamom, Sweetie, Sichuan pepper	Cedar leaf, Labdanum, Blond leather	Ambrox, Vanilla, Patchouli		https://media.parfumo.com/perfume_social/15/155372-obsessed-for-men-eau-de-toilette-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Obsessed_for_Men_Eau_de_Toilette	151
P_09065	Bottega Veneta pour Homme Essence Aromatique	Bottega Veneta	2016.0		Amandine Clerc-Marie	{'Citrus': '57', 'Spicy': '37', 'Woody': '42', 'Resinous': '16', 'Green': '59', 'Fresh': '63'}	{'Masculine': '78', 'Feminine': '21', 'Classic': '34', 'Modern': '22'}	{'Winter': '16', 'Fall': '36', 'Summer': '68', 'Spring': '65'}	{'Daily': '67', 'Sport': '27', 'Leisure': '65', 'Night Out': '16', 'Business': '68', 'Evening': '23'}	Italian bergamot, Siberian stone pine, Indonesian patchouli	Italian bergamot, Siberian stone pine, Indonesian patchouli	Italian bergamot, Siberian stone pine, Indonesian patchouli		https://media.parfumo.com/perfume_social/b4/b46d49-bottega-veneta-pour-homme-essence-aromatique-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta_pour_Homme_Essence_Aromatique	274
P_09066	Jimmy Choo Fever	Jimmy Choo	2018.0		Nathalie Lorson,Honorine Blanc	{'Spicy': '11', 'Synthetic': '13', 'Sweet': '59', 'Gourmand': '36', 'Fruity': '57', 'Creamy': '17', 'Floral': '29'}	{'Feminine': '63', 'Classic': '11', 'Modern': '35'}	{'Winter': '46', 'Fall': '56', 'Summer': '11', 'Spring': '37'}	{'Daily': '28', 'Leisure': '46', 'Night Out': '41', 'Business': '22', 'Evening': '43'}	Plum, Lychee, Grapefruit	Heliotrope, Vanilla orchid, Jasmine	Roasted tonka bean, Benzoin, Sandalwood		https://media.parfumo.com/perfume_social/c1/c1b762-jimmy-choo-fever-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_Fever	222
P_09068	Defy	Calvin Klein	2021.0	Eau de Toilette	Anne Flipo,Pascal Gaurin,Loc Dong,IFF (International Flavors & Fragrances)	{'Citrus': '16', 'Synthetic': '24', 'Sweet': '12', 'Woody': '6', 'Green': '11', 'Fresh': '24', 'Aquatic': '13'}	{'Masculine': '27', 'Feminine': '3', 'Classic': '4', 'Modern': '19'}	{'Winter': '6', 'Fall': '16', 'Summer': '24', 'Spring': '22'}	{'Daily': '23', 'Sport': '15', 'Leisure': '23', 'Business': '15'}	Bergamot, Cedar leaf, Mandarin orange	Lavender absolute, Clary sage, Violet leaf	Amber, Haitian vetiver, Musk		https://media.parfumo.com/perfume_social/3e/3e8995-defy-eau-de-toilette-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/defy-eau-de-toilette	106
P_09070	Jimmy Choo Man	Jimmy Choo	2014.0	Eau de Toilette	Anne Flipo	{'Citrus': '12', 'Spicy': '10', 'Synthetic': '20', 'Sweet': '21', 'Woody': '15', 'Fruity': '28', 'Fresh': '26'}	{'Masculine': '34', 'Feminine': '4', 'Classic': '5', 'Modern': '22'}	{'Winter': '10', 'Fall': '21', 'Summer': '22', 'Spring': '27'}	{'Daily': '29', 'Sport': '6', 'Leisure': '26', 'Night Out': '11', 'Business': '19', 'Evening': '10'}	Lavender, Mandarin orange, Watermelon	Pineapple leaf, Geranium, Pink pepper	Woods, Patchouli, Suede		https://media.parfumo.com/perfume_social/2d/2dca5f-jimmy-choo-man-eau-de-toilette-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_Man_Eau_de_Toilette	132
P_09071	Eternity Aqua	Calvin Klein	2012.0			{'Citrus': '10', 'Synthetic': '17', 'Woody': '9', 'Fruity': '24', 'Fresh': '50', 'Floral': '27', 'Aquatic': '49'}	{'Masculine': '9', 'Feminine': '49', 'Classic': '11', 'Modern': '24'}	{'Fall': '5', 'Summer': '51', 'Spring': '39'}	{'Daily': '45', 'Sport': '40', 'Leisure': '49', 'Business': '37'}	Cucumber, Apple, Apricot, Peony	Magnolia, Gardenia, Jasmine, Tiaré	Cedar, Woody notes, Musk		https://media.parfumo.com/perfume_social/3c/3cdebd-eternity-aqua-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Eternity_Aqua	186
P_09073	Parco Palladiano V: Lauro	Bottega Veneta	2016.0		Daniela Andrier	{'Spicy': '47', 'Woody': '46', 'Green': '42', 'Fresh': '30'}	{'Masculine': '54', 'Feminine': '17', 'Classic': '28', 'Modern': '20'}	{'Winter': '18', 'Fall': '38', 'Summer': '34', 'Spring': '45'}	{'Daily': '46', 'Sport': '12', 'Leisure': '49', 'Night Out': '25', 'Business': '42', 'Evening': '22'}	Laurel, Woody notes, Rosemary, Sage	Laurel, Woody notes, Rosemary, Sage	Laurel, Woody notes, Rosemary, Sage		https://media.parfumo.com/perfume_social/31/31f6d6-parco-palladiano-v-lauro-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_V_Lauro	165
P_09074	Flash	Jimmy Choo	2013.0		Christine Nagel	{'Spicy': '19', 'Synthetic': '17', 'Sweet': '28', 'Powdery': '13', 'Woody': '12', 'Fruity': '24', 'Fresh': '20', 'Floral': '35'}	{'Feminine': '43', 'Classic': '11', 'Modern': '20'}	{'Winter': '18', 'Fall': '29', 'Summer': '32', 'Spring': '41'}	{'Daily': '35', 'Leisure': '28', 'Night Out': '23', 'Business': '25', 'Evening': '20'}	Pink pepper, Strawberry	Lily, Tuberose, Jasmine	White woods, Heliotrope		https://media.parfumo.com/perfume_social/3d/3d178b-flash-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Flash	168
P_09076	Parco Palladiano IV: Azalea	Bottega Veneta	2016.0		Alexis Dadier	{'Spicy': '22', 'Sweet': '32', 'Powdery': '14', 'Woody': '11', 'Gourmand': '9', 'Fresh': '11', 'Creamy': '44', 'Floral': '46'}	{'Masculine': '11', 'Feminine': '60', 'Classic': '24', 'Modern': '27'}	{'Winter': '19', 'Fall': '44', 'Summer': '34', 'Spring': '49'}	{'Daily': '49', 'Leisure': '53', 'Night Out': '32', 'Business': '45', 'Evening': '37'}	Azalea, Vanilla absolute, Chestnut	Azalea, Vanilla absolute, Chestnut	Azalea, Vanilla absolute, Chestnut		https://media.parfumo.com/perfume_social/39/394d8d-parco-palladiano-iv-azalea-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_IV_Azalea	189
P_09078	Blossom	Jimmy Choo	2015.0		Louise Turner	{'Citrus': '12', 'Synthetic': '12', 'Sweet': '34', 'Fruity': '37', 'Fresh': '19', 'Floral': '27'}	{'Feminine': '39', 'Classic': '4', 'Modern': '28'}	{'Winter': '7', 'Fall': '11', 'Summer': '32', 'Spring': '40'}	{'Daily': '33', 'Sport': '9', 'Leisure': '34', 'Night Out': '14', 'Business': '18', 'Evening': '9'}	Red berries, Citrus fruits	Rose, Sweet pea	White musk, Sandalwood		https://media.parfumo.com/perfume_social/b5/b5a0ae-blossom-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Blossom	141
P_09079	Crave	Calvin Klein	2002.0		Yves Cassar,Pascal Gaurin,Jean-Marc Chaillan	{'Citrus': '12', 'Spicy': '11', 'Synthetic': '11', 'Sweet': '4', 'Woody': '5', 'Green': '7', 'Fruity': '10', 'Fresh': '17', 'Aquatic': '8'}	{'Masculine': '20', 'Feminine': '4', 'Classic': '2', 'Modern': '14'}	{'Winter': '2', 'Fall': '6', 'Summer': '19', 'Spring': '16'}	{'Daily': '19', 'Sport': '13', 'Leisure': '20', 'Night Out': '6', 'Business': '12', 'Evening': '4'}	Bergamot, Starfish	Basil, Coriander, Pimento	Birch, Musk, Nutmeg, Oakmoss, Sandalwood, Tonka bean, Vetiver		https://media.parfumo.com/perfume_social/53/530f9b-crave-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Crave	85
P_09080	Parco Palladiano II: Cipresso	Bottega Veneta	2016.0		Alexis Dadier	{'Citrus': '24', 'Spicy': '43', 'Woody': '40', 'Green': '56', 'Fresh': '47'}	{'Masculine': '59', 'Feminine': '32', 'Classic': '24', 'Modern': '20'}	{'Winter': '9', 'Fall': '33', 'Summer': '50', 'Spring': '52'}	{'Daily': '49', 'Sport': '17', 'Leisure': '55', 'Night Out': '16', 'Business': '48', 'Evening': '19'}	Cypress leaf, Pink pepper, Juniper berry, Salt	Cypress leaf, Pink pepper, Juniper berry, Salt	Cypress leaf, Pink pepper, Juniper berry, Salt		https://media.parfumo.com/perfume_social/e6/e62e7e-parco-palladiano-ii-cipresso-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_II_Cipresso	210
P_09082	Vanilla Love	Jimmy Choo	2020.0		Michel Almairac,Robertet	{'Spicy': '25', 'Sweet': '37', 'Powdery': '6', 'Woody': '7', 'Gourmand': '30', 'Fruity': '10', 'Creamy': '18'}	{'Masculine': '7', 'Feminine': '36', 'Classic': '9', 'Modern': '15'}	{'Winter': '32', 'Fall': '34', 'Summer': '6', 'Spring': '18'}	{'Daily': '16', 'Leisure': '25', 'Night Out': '25', 'Business': '15', 'Evening': '27'}	Apple, Myrrh, Black pepper	Vanilla, Patchouli, Tonka bean	Amber, Saffron, Toffee		https://media.parfumo.com/perfume_social/fa/faaeaf-seduction-collection-vanilla-love-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/vanilla-love	133
P_09083	CK One Summer 2019	Calvin Klein	2019.0		Carlos Viñals,Symrise	{'Citrus': '14', 'Spicy': '7', 'Synthetic': '16', 'Sweet': '5', 'Woody': '7', 'Fruity': '7', 'Fresh': '23', 'Aquatic': '20'}	{'Masculine': '25', 'Feminine': '20', 'Classic': '5', 'Modern': '17'}	{'Fall': '4', 'Summer': '26', 'Spring': '22'}	{'Daily': '21', 'Sport': '21', 'Leisure': '26', 'Business': '14'}	Italian bergamot, Quince, Tangerine, Water lily	Aquatic notes, Matcha, Coriander, Juniper berry	Driftwood, Amber, Musk		https://media.parfumo.com/perfume_social/07/0708c8-ck-one-summer-2019-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/CK_One_Summer_2019	99
P_09084	Bottega Veneta Eau Sensuelle	Bottega Veneta	2016.0		Michel Almairac,Mylène Alran	{'Spicy': '15', 'Sweet': '13', 'Powdery': '34', 'Leathery': '39', 'Fruity': '18', 'Fresh': '13', 'Floral': '46'}	{'Feminine': '48', 'Classic': '14', 'Modern': '21'}	{'Winter': '14', 'Fall': '38', 'Summer': '29', 'Spring': '43'}	{'Daily': '39', 'Leisure': '36', 'Night Out': '20', 'Business': '38', 'Evening': '25'}	White peach, Calabrian bergamot	Jasmine sambac, Pink pepper, Gardenia	Leather		https://media.parfumo.com/perfume_social/46/469336-bottega-veneta-eau-sensuelle-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta_Eau_Sensuelle	178
P_09086	I Want Choo Forever	Jimmy Choo	2022.0		Sonia Constant,Louise Turner	{'Spicy': '14', 'Synthetic': '11', 'Sweet': '30', 'Gourmand': '6', 'Fruity': '24', 'Creamy': '10', 'Floral': '27'}	{'Masculine': '3', 'Feminine': '31', 'Classic': '8', 'Modern': '11'}	{'Winter': '23', 'Fall': '27', 'Summer': '6', 'Spring': '17'}	{'Daily': '15', 'Leisure': '21', 'Night Out': '22', 'Business': '11', 'Evening': '29'}	Bitter almond, Rose, Pink pepper	Black cherry liquour, Jasmine sambac, Vetiver	Vanilla, Tonka bean, Moss		https://media.parfumo.com/perfume_social/76/76db19-i-want-choo-forever-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/i-want-choo-forever	122
P_09087	Parco Palladiano XV: Salvia Blu	Bottega Veneta	2018.0		Quentin Bisch	{'Spicy': '18', 'Synthetic': '11', 'Sweet': '15', 'Green': '23', 'Fruity': '10', 'Fresh': '40', 'Floral': '45'}	{'Masculine': '27', 'Feminine': '46', 'Classic': '18', 'Modern': '19'}	{'Winter': '9', 'Fall': '27', 'Summer': '38', 'Spring': '40'}	{'Daily': '37', 'Sport': '13', 'Leisure': '43', 'Night Out': '18', 'Business': '37', 'Evening': '21'}	Lavender, Sage, Apple, Pear	Rose, Green notes, Magnolia, Freesia	Musk, ISO-E-Super, Violet		https://media.parfumo.com/perfume_social/bd/bdce81-parco-palladiano-xv-salvia-blu-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_XV_Salvia_Blu	162
P_09088	CK One Summer 2020	Calvin Klein	2020.0		Laurent Le Guernec	{'Citrus': '22', 'Spicy': '8', 'Synthetic': '5', 'Woody': '8', 'Green': '7', 'Fruity': '9', 'Fresh': '24', 'Aquatic': '13'}	{'Masculine': '28', 'Feminine': '18', 'Classic': '3', 'Modern': '19'}	{'Summer': '26', 'Spring': '19'}	{'Daily': '21', 'Sport': '14', 'Leisure': '25', 'Night Out': '4', 'Business': '15'}	Ginger, Mandarin orange, Sea salt	Dune grass, Sage	Sandalwood, Amber, Benzoin		https://media.parfumo.com/perfume_social/73/737e63-ck-one-summer-2020-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/ck-one-summer-2020	96
P_09090	Jimmy Choo	Jimmy Choo	2012.0	Eau de Toilette	Olivier Polge	{'Citrus': '10', 'Synthetic': '13', 'Sweet': '21', 'Powdery': '10', 'Woody': '11', 'Green': '10', 'Fruity': '31', 'Fresh': '28', 'Floral': '35'}	{'Feminine': '37', 'Classic': '9', 'Modern': '24'}	{'Winter': '8', 'Fall': '18', 'Summer': '34', 'Spring': '36'}	{'Daily': '33', 'Sport': '10', 'Leisure': '31', 'Night Out': '10', 'Business': '29', 'Evening': '11'}	Pear, Green notes, Ginger	Tea rose, Orchid	Cedar, Woods		https://media.parfumo.com/perfume_social/f4/f4df3b-jimmy-choo-eau-de-toilette-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_Eau_de_Toilette	169
P_09091	Illusione Bois Nu	Bottega Veneta	2021.0		Antoine Maisondieu	{'Citrus': '17', 'Spicy': '10', 'Synthetic': '12', 'Sweet': '13', 'Powdery': '7', 'Woody': '22', 'Green': '11', 'Fresh': '25', 'Creamy': '14', 'Floral': '16', 'Aquatic': '7'}	{'Masculine': '30', 'Feminine': '11', 'Classic': '8', 'Modern': '15'}	{'Winter': '8', 'Fall': '21', 'Summer': '22', 'Spring': '24'}	{'Daily': '26', 'Sport': '6', 'Leisure': '26', 'Night Out': '17', 'Business': '26', 'Evening': '17'}	Bitter orange, Lemon, Bergamot	Clary sage, Tiaré, Patchouli	Akigalawood®, Tonka bean, Vanilla		https://media.parfumo.com/perfume_social/3d/3d4d45-illusione-bois-nu-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/illusione-bois-nu	154
P_09092	CK One Summer 2016	Calvin Klein	2016.0		Pierre Negrin	{'Citrus': '25', 'Spicy': '7', 'Synthetic': '12', 'Sweet': '11', 'Green': '19', 'Fruity': '18', 'Fresh': '29', 'Aquatic': '14'}	{'Masculine': '28', 'Feminine': '16', 'Classic': '6', 'Modern': '25'}	{'Summer': '32', 'Spring': '20'}	{'Daily': '25', 'Sport': '17', 'Leisure': '31', 'Night Out': '4', 'Business': '12'}	Mojito, Green apple, Green ginger	Guava, Juniper, Tiaré	Coconut milk, Cedarwood, Tree moss		https://media.parfumo.com/perfume_social/3e/3e08ed-ck-one-summer-2016-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/CK_One_Summer_2016	135
P_09094	Jimmy Choo Floral	Jimmy Choo	2019.0		Louise Turner	{'Citrus': '13', 'Sweet': '11', 'Woody': '9', 'Green': '10', 'Fruity': '30', 'Fresh': '27', 'Floral': '24'}	{'Masculine': '3', 'Feminine': '32', 'Classic': '8', 'Modern': '16'}	{'Winter': '4', 'Fall': '5', 'Summer': '27', 'Spring': '29'}	{'Daily': '29', 'Sport': '10', 'Leisure': '25', 'Night Out': '9', 'Business': '22', 'Evening': '5'}	Nectarine, Mandarin orange, Bergamot	Apricot blossom, Magnolia, Sweet pea	Musk, Ambroxan, Precious woods		https://media.parfumo.com/perfume_social/55/5588b6-jimmy-choo-floral-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_Floral	124
